center_type,m0,Q,c_I,Delta,kappa,eps,W_abs,W_factor_equiv,nquad,R_jet,local_zero_count,E_I,S_I,B_eff,J_max,J_rms,tail_drift_rel,quad_drift_rel,tail_edge,status
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,20.0,57.087573209696615,1025,12,17,0.0004987840743532619,0.02235730341607787,7.249184266181017,1.5837188401003594e+18,4.392446433205394e+17,0.0004670533232367634,2.1736904368715317e-16,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,20.0,57.087573209696615,257,16,17,0.0004987840743532619,0.022357302215291905,7.249184266181017,1.4476580129493284e+29,3.521845049618394e+28,0.0004670533232367634,2.1736904368715317e-16,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,20.0,57.087573209696615,513,16,17,0.0004987840743532619,0.022357303174607056,7.249184266181017,1.4476580129493284e+29,3.521845049618394e+28,0.0004670533232367634,2.1736904368715317e-16,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,20.0,57.087573209696615,1025,16,17,0.0004987840743532619,0.02235730341607787,7.249184266181017,1.4476580129493284e+29,3.521845049618394e+28,0.0004670533232367634,2.1736904368715317e-16,False,watch
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,257,4,46,0.0004990314336390146,0.02236283955839341,7.248711558284756,0.022337619975230292,0.009989692476367638,2.0699279777457037e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,513,4,46,0.0004990314336390146,0.022362840517714404,7.248711558284756,0.022337619975230292,0.009989692476367638,2.0699279777457037e-05,2.1726129846758024e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,1025,4,46,0.0004990314336390147,0.02236284075918669,7.248711558284755,0.022337619975230292,0.009989692476367638,2.069927977723978e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,257,8,46,0.0004990314336390146,0.02236283955839341,7.248711558284756,1034203.2491688206,344734.42026238516,2.0699279777457037e-05,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,513,8,46,0.0004990314336390146,0.022362840517714404,7.248711558284756,1034203.2491688206,344734.42026238516,2.0699279777457037e-05,2.1726129846758024e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.0625,0.02189618387540217,50.0,142.71893302424155,1025,8,46,0.0004990314336390147,0.02236284075918669,7.248711558284755,1034203.2491688206,344734.42026238516,2.069927977723978e-05,0.0,True,reject_tail_edge
