zone,family,center,cI,Q,zero_count_zone,zero_min,zero_max,E,S,Beff,zeros_used,J_max,J_0,J_1,J_2,J_3,J_4,tail_drift,reg_drift,classification
2118.308694211159,zero_ordinate,2088.712281198733,0.5,7.644303021672938,101,2064.304867699634,2172.250962827517,13267830.596791167,7146.7912703040765,-8.063505442537172,59,41167539.26894444,-7146.791270302712,-0.009426468574814833,343063.87457260967,-0.00663428196621555,-41167539.26894444,5.8814513179790956e-08,34.89779321752151,healthy_proxy
2118.308694211159,zero_ordinate,2088.712281198733,1.0,7.644303021672938,101,2064.304867699634,2172.250962827517,7441790.98003726,7146.7912703040765,-7.77921734420744,59,41167539.26894444,-7146.791270302712,-0.009426468574814833,343063.87457260967,-0.00663428196621555,-41167539.26894444,1.6738134602467113e-08,31.340476104525692,healthy_proxy
2118.308694211159,zero_ordinate,2090.036206757017,0.1,7.644936668615987,101,2064.304867699634,2172.250962827517,43736366.186626405,7135.979455350346,-8.64961344911471,61,41177690.87588706,-7135.979455348988,15.415487179697388,343172.43150765,41.74128390634693,-41177690.87588706,7.636451250822521e-08,43.55844773705075,healthy_proxy
2118.308694211159,zero_ordinate,2090.036206757017,0.2,7.644936668615987,101,2064.304867699634,2172.250962827517,30320767.717806645,7135.979455350346,-8.469505676939917,61,41177690.87588706,-7135.979455348988,15.415487179697388,343172.43150765,41.74128390634693,-41177690.87588706,8.849705337108293e-08,32.49639510455541,healthy_proxy
2118.308694211159,zero_ordinate,2090.036206757017,0.5,7.644936668615987,101,2064.304867699634,2172.250962827517,13231246.594715478,7135.979455350346,-8.061819381207144,61,41177690.87588706,-7135.979455348988,15.415487179697388,343172.43150765,41.74128390634693,-41177690.87588706,6.785267851182425e-08,35.013372713765506,healthy_proxy
2118.308694211159,zero_ordinate,2090.036206757017,1.0,7.644936668615987,101,2064.304867699634,2172.250962827517,7448432.548673069,7135.979455350346,-7.77933890878679,61,41177690.87588706,-7135.979455348988,15.415487179697388,343172.43150765,41.74128390634693,-41177690.87588706,1.8210050819749697e-08,31.328952457216797,healthy_proxy
2118.308694211159,zero_ordinate,2090.447550027416,0.1,7.645133460803522,101,2064.304867699634,2172.250962827517,43732640.82363122,7135.736967186295,-8.649462110838147,61,41180870.21617894,-7135.736967184936,-14.672746333767778,343199.458055082,-41.130043708273654,-41180870.21617894,7.689181855003837e-08,43.56833817908939,healthy_proxy
2118.308694211159,zero_ordinate,2090.447550027416,0.2,7.645133460803522,101,2064.304867699634,2172.250962827517,30317011.48295327,7135.736967186295,-8.469337587316897,61,41180870.21617894,-7135.736967184936,-14.672746333767778,343199.458055082,-41.130043708273654,-41180870.21617894,8.910893206032817e-08,32.50515124898904,healthy_proxy
2118.308694211159,zero_ordinate,2090.447550027416,0.5,7.645133460803522,101,2064.304867699634,2172.250962827517,13230509.01395718,7135.736967186295,-8.061689952169704,61,41180870.21617894,-7135.736967184936,-14.672746333767778,343199.458055082,-41.130043708273654,-41180870.21617894,6.829618058549212e-08,35.020818064509065,healthy_proxy
2118.308694211159,zero_ordinate,2090.447550027416,1.0,7.645133460803522,101,2064.304867699634,2172.250962827517,7449343.566321265,7135.736967186295,-7.779300588153321,61,41180870.21617894,-7135.736967184936,-14.672746333767778,343199.458055082,-41.130043708273654,-41180870.21617894,1.8275196507136485e-08,31.33000047706954,healthy_proxy
